order_id,customer_id,order_date,ship_date,order_status,ship_mode
ORD-2024-020131,CUST-01476,2024-08-13,2024-08-17,Delivered,Standard
ORD-2023-020132,CUST-04939,2023-12-29,2023-12-30,Delivered,Next Day
ORD-2023-020133,CUST-00562,2023-12-24,2023-12-27,Delivered,Standard
ORD-2024-020134,CUST-00462,2024-11-14,2024-11-18,Delivered,Standard
ORD-2022-020135,CUST-02515,2022-12-05,2022-12-11,Delivered,Standard
ORD-2022-020136,CUST-04830,2022-07-16,2022-07-22,Delivered,Standard
ORD-2022-020137,CUST-02365,2022-12-24,2022-12-30,Delivered,Standard
ORD-2023-020138,CUST-01380,2023-07-23,2023-07-25,Delivered,Express
ORD-2023-020139,CUST-03855,2023-01-25,2023-01-30,Delivered,Standard
ORD-2023-020140,CUST-03657,2023-07-11,,Processing,Standard
ORD-2024-020141,CUST-04631,2024-12-21,2024-12-28,Delivered,Standard
ORD-2023-020142,CUST-04412,2023-06-07,2023-06-14,Delivered,Standard
ORD-2024-020143,CUST-04985,2024-10-07,2024-10-13,Delivered,Standard
ORD-2024-020144,CUST-00735,2024-08-21,2024-08-25,Delivered,Standard
ORD-2022-020145,CUST-00487,2022-05-28,2022-06-01,Delivered,Standard
ORD-2024-020146,CUST-03705,2024-02-23,2024-02-24,Shipped,Next Day
ORD-2022-020147,CUST-03983,2022-10-01,2022-10-04,Shipped,Standard
ORD-2024-020148,CUST-02894,2024-10-02,2024-10-05,Delivered,Standard
ORD-2024-020149,CUST-04131,2024-06-17,2024-06-24,Delivered,Standard
ORD-2024-020150,CUST-00416,2024-06-20,2024-06-22,Delivered,Express
ORD-2024-020151,CUST-04094,2024-12-27,2024-12-31,Delivered,Standard
ORD-2024-020152,CUST-03182,2024-11-24,2024-11-28,Delivered,Standard
ORD-2024-020153,CUST-04596,2024-05-09,2024-05-16,Delivered,Standard
ORD-2022-020154,CUST-00771,2022-08-19,2022-08-26,Delivered,Standard
ORD-2022-020155,CUST-00449,2022-11-25,2022-11-29,Delivered,Standard
ORD-2024-020156,CUST-04473,2024-11-18,2024-11-23,Delivered,Standard
ORD-2023-020157,CUST-04874,2023-12-27,2024-01-02,Delivered,Standard
ORD-2024-020158,CUST-00058,2024-06-12,2024-06-14,Delivered,Express
ORD-2024-020159,CUST-02345,2024-12-21,2024-12-24,Delivered,Standard
ORD-2024-020160,CUST-00989,2024-11-21,2024-11-27,Delivered,Standard
ORD-2023-020161,CUST-03700,2023-10-29,2023-11-02,Returned,Standard
ORD-2023-020162,CUST-03092,2023-09-02,2023-09-09,Delivered,Standard
ORD-2022-020163,CUST-01351,2022-12-05,2022-12-12,Delivered,Standard
ORD-2024-020164,CUST-02698,2024-08-25,,Processing,Standard
ORD-2023-020165,CUST-00637,2023-06-22,2023-06-26,Delivered,Standard
ORD-2024-020166,CUST-01403,2024-11-29,2024-12-03,Shipped,Standard
ORD-2022-020167,CUST-01685,2022-01-10,,Processing,Standard
ORD-2022-020168,CUST-03759,2022-11-09,2022-11-12,Delivered,Standard
ORD-2022-020169,CUST-03173,2022-01-20,2022-01-24,Delivered,Standard
ORD-2023-020170,CUST-00085,2023-02-27,2023-03-02,Delivered,Standard
ORD-2022-020171,CUST-03177,2022-11-12,2022-11-19,Delivered,Standard
ORD-2022-020172,CUST-00208,2022-12-19,2022-12-25,Delivered,Standard
ORD-2023-020173,CUST-03970,2023-10-27,,Cancelled,Standard
ORD-2022-020174,CUST-00430,2022-12-13,2022-12-15,Delivered,Express
ORD-2023-020175,CUST-01233,2023-07-17,,Cancelled,Standard
ORD-2024-020176,CUST-00851,2024-10-25,2024-10-27,Delivered,Express
ORD-2024-020177,CUST-02210,2024-11-23,2024-11-28,Delivered,Standard
ORD-2023-020178,CUST-03745,2023-03-28,2023-03-29,Delivered,Next Day
ORD-2022-020179,CUST-01326,2022-10-13,2022-10-20,Delivered,Standard
ORD-2022-020180,CUST-00372,2022-12-09,2022-12-16,Delivered,Standard
ORD-2024-020181,CUST-02312,2024-10-31,2024-11-01,Returned,Next Day
ORD-2022-020182,CUST-02990,2022-05-12,2022-05-16,Delivered,Standard
ORD-2022-020183,CUST-01835,2022-10-23,2022-10-30,Delivered,Standard
ORD-2024-020184,CUST-00618,2024-12-06,2024-12-13,Delivered,Standard
ORD-2022-020185,CUST-04578,2022-09-29,2022-10-03,Delivered,Standard
ORD-2023-020186,CUST-00471,2023-02-13,2023-02-20,Delivered,Standard
ORD-2022-020187,CUST-03850,2022-08-20,,Cancelled,Standard
ORD-2022-020188,CUST-04062,2022-11-28,2022-12-03,Delivered,Standard
ORD-2022-020189,CUST-04320,2022-12-07,2022-12-14,Shipped,Standard
ORD-2022-020190,CUST-03434,2022-02-28,2022-03-02,Delivered,Express
ORD-2024-020191,CUST-04036,2024-11-02,2024-11-06,Shipped,Standard
ORD-2022-020192,CUST-01251,2022-12-02,2022-12-05,Delivered,Standard
ORD-2024-020193,CUST-01189,2024-10-02,2024-10-05,Delivered,Standard
ORD-2024-020194,CUST-01274,2024-03-01,2024-03-03,Delivered,Express
ORD-2022-020195,CUST-04552,2022-01-24,2022-01-25,Delivered,Next Day
ORD-2024-020196,CUST-04860,2024-01-17,2024-01-23,Delivered,Standard
ORD-2023-020197,CUST-02869,2023-08-15,2023-08-19,Delivered,Standard
ORD-2022-020198,CUST-04899,2022-11-24,2022-11-26,Delivered,Express
ORD-2022-020199,CUST-04885,2022-10-01,2022-10-08,Shipped,Standard
ORD-2024-020200,CUST-00526,2024-04-09,2024-04-12,Delivered,Standard
ORD-2022-020201,CUST-03442,2022-05-26,2022-06-02,Delivered,Standard
ORD-2022-020202,CUST-00235,2022-12-06,2022-12-08,Delivered,Express
ORD-2024-020203,CUST-00175,2024-09-07,2024-09-13,Delivered,Standard
ORD-2023-020204,CUST-02398,2023-07-09,2023-07-10,Delivered,Next Day
ORD-2023-020205,CUST-02487,2023-12-02,2023-12-04,Delivered,Express
ORD-2023-020206,CUST-01441,2023-07-13,2023-07-19,Shipped,Standard
ORD-2023-020207,CUST-01151,2023-03-28,2023-03-30,Delivered,Express
ORD-2024-020208,CUST-01831,2024-10-22,2024-10-26,Delivered,Standard
ORD-2024-020209,CUST-03446,2024-10-17,2024-10-22,Delivered,Standard
ORD-2023-020210,CUST-04860,2023-10-03,2023-10-10,Delivered,Standard
ORD-2022-020211,CUST-00502,2022-12-26,2022-12-30,Delivered,Standard
ORD-2024-020212,CUST-01963,2024-12-22,2024-12-24,Delivered,Express
ORD-2024-020213,CUST-02183,2024-12-07,2024-12-09,Delivered,Express
ORD-2023-020214,CUST-02488,2023-04-20,2023-04-24,Delivered,Standard
ORD-2024-020215,CUST-03486,2024-05-30,2024-06-05,Delivered,Standard
ORD-2024-020216,CUST-04124,2024-05-13,2024-05-18,Delivered,Standard
ORD-2023-020217,CUST-01063,2023-08-17,2023-08-21,Delivered,Standard
ORD-2024-020218,CUST-02835,2024-12-14,2024-12-19,Delivered,Standard
ORD-2022-020219,CUST-04018,2022-11-10,2022-11-15,Delivered,Standard
ORD-2023-020220,CUST-01761,2023-11-23,2023-11-24,Delivered,Next Day
ORD-2023-020221,CUST-02468,2023-01-06,2023-01-11,Delivered,Standard
ORD-2024-020222,CUST-01563,2024-08-11,2024-08-13,Delivered,Express
ORD-2022-020223,CUST-01393,2022-11-12,2022-11-14,Delivered,Express
ORD-2024-020224,CUST-02029,2024-02-19,2024-02-26,Delivered,Standard
ORD-2023-020225,CUST-01898,2023-04-05,2023-04-07,Delivered,Express
ORD-2023-020226,CUST-02564,2023-11-02,2023-11-06,Delivered,Standard
ORD-2022-020227,CUST-04975,2022-02-11,2022-02-18,Shipped,Standard
ORD-2024-020228,CUST-04530,2024-06-23,2024-06-26,Shipped,Standard
ORD-2024-020229,CUST-04045,2024-06-23,2024-06-28,Delivered,Standard
ORD-2022-020230,CUST-03474,2022-11-10,2022-11-17,Delivered,Standard
ORD-2022-020231,CUST-03060,2022-12-20,2022-12-22,Delivered,Express
ORD-2024-020232,CUST-02908,2024-11-09,2024-11-14,Delivered,Standard
ORD-2024-020233,CUST-03021,2024-07-08,2024-07-14,Delivered,Standard
ORD-2023-020234,CUST-02698,2023-04-26,2023-05-03,Delivered,Standard
ORD-2024-020235,CUST-02657,2024-10-20,2024-10-25,Delivered,Standard
ORD-2023-020236,CUST-02762,2023-07-26,2023-07-28,Delivered,Express
ORD-2022-020237,CUST-02587,2022-10-04,2022-10-06,Shipped,Express
ORD-2022-020238,CUST-00302,2022-06-14,2022-06-16,Shipped,Express
ORD-2024-020239,CUST-00101,2024-11-09,2024-11-16,Delivered,Standard
ORD-2022-020240,CUST-04477,2022-12-20,2022-12-22,Delivered,Express
ORD-2024-020241,CUST-04508,2024-06-30,2024-07-04,Delivered,Standard
ORD-2022-020242,CUST-04373,2022-11-18,2022-11-22,Delivered,Standard
ORD-2023-020243,CUST-01105,2023-12-06,2023-12-08,Delivered,Express
ORD-2022-020244,CUST-03357,2022-10-24,2022-10-26,Returned,Express
ORD-2022-020245,CUST-00027,2022-03-13,2022-03-15,Delivered,Express
ORD-2022-020246,CUST-02337,2022-02-13,2022-02-18,Delivered,Standard
ORD-2024-020247,CUST-03643,2024-12-15,2024-12-22,Shipped,Standard
ORD-2024-020248,CUST-04558,2024-05-18,2024-05-25,Delivered,Standard
ORD-2024-020249,CUST-04514,2024-06-29,2024-07-01,Delivered,Express
ORD-2024-020250,CUST-02516,2024-04-22,2024-04-26,Delivered,Standard
ORD-2022-020251,CUST-00710,2022-04-01,2022-04-06,Delivered,Standard
ORD-2022-020252,CUST-04007,2022-04-28,2022-04-29,Delivered,Next Day
ORD-2023-020253,CUST-03509,2023-05-26,2023-05-30,Shipped,Standard
ORD-2022-020254,CUST-03416,2022-11-21,2022-11-28,Delivered,Standard
ORD-2023-020255,CUST-04294,2023-01-02,2023-01-04,Delivered,Express
ORD-2023-020256,CUST-02539,2023-03-29,2023-04-05,Delivered,Standard
ORD-2022-020257,CUST-04060,2022-02-15,2022-02-18,Returned,Standard
ORD-2024-020258,CUST-04335,2024-12-29,2025-01-04,Delivered,Standard
ORD-2022-020259,CUST-02627,2022-12-05,2022-12-09,Delivered,Standard
ORD-2023-020260,CUST-03611,2023-10-18,2023-10-22,Delivered,Standard
ORD-2022-020261,CUST-00262,2022-08-16,2022-08-17,Delivered,Next Day
ORD-2024-020262,CUST-03053,2024-06-23,2024-06-27,Delivered,Standard
ORD-2023-020263,CUST-02245,2023-10-05,2023-10-12,Delivered,Standard
ORD-2023-020264,CUST-00469,2023-08-03,2023-08-10,Delivered,Standard
ORD-2024-020265,CUST-02699,2024-10-17,2024-10-19,Delivered,Express
ORD-2022-020266,CUST-03523,2022-11-11,2022-11-14,Delivered,Standard
ORD-2023-020267,CUST-01247,2023-05-31,2023-06-05,Delivered,Standard
ORD-2022-020268,CUST-00539,2022-06-09,2022-06-11,Delivered,Express
ORD-2022-020269,CUST-04246,2022-10-24,2022-10-28,Delivered,Standard
ORD-2022-020270,CUST-02719,2022-10-16,2022-10-20,Delivered,Standard
ORD-2022-020271,CUST-02234,2022-12-12,2022-12-15,Delivered,Standard
ORD-2024-020272,CUST-04539,2024-09-08,2024-09-09,Delivered,Next Day
ORD-2022-020273,CUST-01755,2022-07-23,2022-07-26,Delivered,Standard
ORD-2024-020274,CUST-03484,2024-11-05,2024-11-06,Delivered,Next Day
ORD-2023-020275,CUST-01133,2023-07-17,,Cancelled,Next Day
ORD-2023-020276,CUST-04416,2023-04-14,2023-04-19,Delivered,Standard
ORD-2023-020277,CUST-04933,2023-07-11,2023-07-17,Delivered,Standard
ORD-2024-020278,CUST-00470,2024-12-20,2024-12-26,Delivered,Standard
ORD-2022-020279,CUST-00763,2022-03-04,2022-03-09,Delivered,Standard
ORD-2022-020280,CUST-00993,2022-01-19,2022-01-25,Delivered,Standard
ORD-2023-020281,CUST-01832,2023-11-24,2023-12-01,Delivered,Standard
ORD-2023-020282,CUST-01251,2023-12-24,2023-12-29,Delivered,Standard
ORD-2024-020283,CUST-03686,2024-11-03,,Processing,Express
ORD-2022-020284,CUST-01160,2022-10-26,2022-10-29,Delivered,Standard
ORD-2022-020285,CUST-02221,2022-10-03,2022-10-08,Delivered,Standard
ORD-2024-020286,CUST-01004,2024-10-09,,Cancelled,Standard
ORD-2023-020287,CUST-03849,2023-08-18,2023-08-24,Delivered,Standard
ORD-2022-020288,CUST-00882,2022-10-27,2022-10-31,Delivered,Standard
ORD-2022-020289,CUST-01951,2022-03-11,2022-03-15,Delivered,Standard
ORD-2023-020290,CUST-03550,2023-11-03,2023-11-05,Delivered,Express
ORD-2022-020291,CUST-04131,2022-11-27,2022-12-01,Delivered,Standard
ORD-2023-020292,CUST-04849,2023-09-22,2023-09-24,Delivered,Express
ORD-2022-020293,CUST-03558,2022-03-25,2022-03-28,Delivered,Standard
ORD-2023-020294,CUST-04558,2023-11-24,2023-11-28,Delivered,Standard
ORD-2022-020295,CUST-02753,2022-06-13,2022-06-16,Delivered,Standard
ORD-2023-020296,CUST-00067,2023-10-10,2023-10-16,Delivered,Standard
ORD-2024-020297,CUST-04896,2024-03-17,,Cancelled,Standard
ORD-2022-020298,CUST-04752,2022-01-12,2022-01-16,Delivered,Standard
ORD-2024-020299,CUST-01063,2024-09-01,2024-09-03,Delivered,Express
ORD-2022-020300,CUST-04716,2022-11-01,,Processing,Standard
ORD-2023-020301,CUST-01766,2023-04-13,2023-04-15,Delivered,Express
ORD-2023-020302,CUST-04696,2023-10-01,2023-10-03,Delivered,Express
ORD-2023-020303,CUST-03091,2023-01-30,2023-02-05,Shipped,Standard
ORD-2023-020304,CUST-02322,2023-11-08,2023-11-10,Shipped,Express
ORD-2023-020305,CUST-01164,2023-12-25,2023-12-31,Delivered,Standard
ORD-2022-020306,CUST-01766,2022-10-01,2022-10-03,Delivered,Express
ORD-2023-020307,CUST-02478,2023-06-08,2023-06-13,Delivered,Standard
ORD-2022-020308,CUST-03464,2022-12-09,2022-12-15,Shipped,Standard
ORD-2024-020309,CUST-02987,2024-09-13,2024-09-20,Delivered,Standard
ORD-2022-020310,CUST-03939,2022-10-16,2022-10-21,Delivered,Standard
ORD-2024-020311,CUST-04212,2024-01-14,2024-01-18,Delivered,Standard
ORD-2022-020312,CUST-01709,2022-07-26,2022-07-29,Delivered,Standard
ORD-2022-020313,CUST-02419,2022-01-29,2022-02-01,Delivered,Standard
ORD-2022-020314,CUST-03605,2022-09-20,2022-09-24,Delivered,Standard
ORD-2023-020315,CUST-01931,2023-10-02,2023-10-07,Delivered,Standard
ORD-2023-020316,CUST-02869,2023-12-10,2023-12-12,Shipped,Express
ORD-2024-020317,CUST-02212,2024-09-10,2024-09-17,Delivered,Standard
ORD-2023-020318,CUST-04014,2023-12-15,2023-12-20,Delivered,Standard
ORD-2023-020319,CUST-01408,2023-08-11,2023-08-18,Delivered,Standard
ORD-2023-020320,CUST-03730,2023-07-05,2023-07-11,Delivered,Standard
ORD-2022-020321,CUST-02453,2022-11-11,2022-11-17,Delivered,Standard
ORD-2022-020322,CUST-04801,2022-04-29,2022-05-06,Delivered,Standard
ORD-2023-020323,CUST-02968,2023-09-16,2023-09-19,Delivered,Standard
ORD-2022-020324,CUST-01221,2022-12-28,2023-01-04,Delivered,Standard
ORD-2024-020325,CUST-03168,2024-09-29,2024-10-05,Delivered,Standard
ORD-2024-020326,CUST-04863,2024-08-22,2024-08-29,Delivered,Standard
ORD-2023-020327,CUST-02821,2023-11-17,2023-11-24,Delivered,Standard
ORD-2023-020328,CUST-00673,2023-10-06,2023-10-09,Delivered,Standard
ORD-2023-020329,CUST-02917,2023-06-19,2023-06-24,Shipped,Standard
ORD-2022-020330,CUST-01088,2022-12-12,2022-12-18,Shipped,Standard
ORD-2022-020331,CUST-04619,2022-10-02,2022-10-05,Delivered,Standard
ORD-2022-020332,CUST-01169,2022-07-04,2022-07-09,Delivered,Standard
ORD-2024-020333,CUST-03387,2024-09-16,2024-09-23,Delivered,Standard
ORD-2022-020334,CUST-02084,2022-09-09,2022-09-12,Delivered,Standard
ORD-2022-020335,CUST-03848,2022-05-12,2022-05-19,Delivered,Standard
ORD-2024-020336,CUST-04290,2024-12-04,2024-12-07,Delivered,Standard
ORD-2023-020337,CUST-01012,2023-11-05,2023-11-07,Delivered,Express
ORD-2023-020338,CUST-02706,2023-02-26,2023-03-04,Delivered,Standard
ORD-2023-020339,CUST-02546,2023-12-17,2023-12-18,Delivered,Next Day
ORD-2024-020340,CUST-02849,2024-03-05,2024-03-09,Delivered,Standard
ORD-2022-020341,CUST-02357,2022-09-27,2022-10-04,Delivered,Standard
ORD-2024-020342,CUST-04887,2024-03-04,2024-03-08,Delivered,Standard
ORD-2022-020343,CUST-03730,2022-12-03,2022-12-05,Delivered,Express
ORD-2024-020344,CUST-03737,2024-06-05,2024-06-08,Delivered,Standard
ORD-2022-020345,CUST-01064,2022-11-09,2022-11-13,Delivered,Standard
ORD-2023-020346,CUST-04741,2023-11-09,2023-11-13,Delivered,Standard
ORD-2022-020347,CUST-02734,2022-02-16,2022-02-18,Delivered,Express
ORD-2024-020348,CUST-01005,2024-11-22,2024-11-27,Delivered,Standard
ORD-2022-020349,CUST-01528,2022-11-04,2022-11-09,Delivered,Standard
ORD-2024-020350,CUST-01752,2024-11-14,2024-11-17,Delivered,Standard
ORD-2023-020351,CUST-01235,2023-12-24,2023-12-28,Delivered,Standard
ORD-2023-020352,CUST-00176,2023-06-02,2023-06-03,Delivered,Next Day
ORD-2022-020353,CUST-00325,2022-09-22,2022-09-26,Delivered,Standard
ORD-2024-020354,CUST-00651,2024-10-21,,Cancelled,Express
ORD-2022-020355,CUST-04052,2022-06-03,2022-06-05,Delivered,Express
ORD-2024-020356,CUST-01534,2024-12-02,2024-12-04,Delivered,Express
ORD-2024-020357,CUST-00456,2024-12-22,2024-12-29,Delivered,Standard
ORD-2022-020358,CUST-02890,2022-10-25,2022-10-27,Delivered,Express
ORD-2024-020359,CUST-03123,2024-11-19,2024-11-22,Delivered,Standard
ORD-2022-020360,CUST-03799,2022-08-09,,Cancelled,Express
ORD-2024-020361,CUST-04412,2024-06-16,2024-06-17,Delivered,Next Day
ORD-2024-020362,CUST-02908,2024-03-21,2024-03-28,Delivered,Standard
ORD-2022-020363,CUST-00011,2022-11-14,2022-11-20,Delivered,Standard
ORD-2024-020364,CUST-00643,2024-12-20,2024-12-21,Delivered,Next Day
ORD-2024-020365,CUST-00416,2024-06-22,2024-06-25,Delivered,Standard
ORD-2023-020366,CUST-03756,2023-07-18,2023-07-24,Delivered,Standard
ORD-2023-020367,CUST-03857,2023-12-14,2023-12-18,Delivered,Standard
ORD-2023-020368,CUST-00181,2023-10-26,2023-10-28,Delivered,Express
ORD-2022-020369,CUST-04619,2022-10-06,2022-10-09,Delivered,Standard
ORD-2022-020370,CUST-04925,2022-03-18,2022-03-22,Delivered,Standard
ORD-2024-020371,CUST-02157,2024-11-19,2024-11-21,Delivered,Express
ORD-2023-020372,CUST-04821,2023-03-12,2023-03-18,Delivered,Standard
ORD-2023-020373,CUST-01458,2023-11-18,2023-11-24,Delivered,Standard
ORD-2023-020374,CUST-00655,2023-06-12,2023-06-19,Shipped,Standard
ORD-2022-020375,CUST-02122,2022-05-05,2022-05-07,Delivered,Express
ORD-2023-020376,CUST-02437,2023-11-17,,Cancelled,Standard
ORD-2022-020377,CUST-03686,2022-11-03,,Cancelled,Standard
ORD-2024-020378,CUST-01392,2024-11-28,2024-12-04,Delivered,Standard
ORD-2022-020379,CUST-00580,2022-08-09,2022-08-16,Delivered,Standard
ORD-2024-020380,CUST-02731,2024-12-22,,Cancelled,Standard
ORD-2023-020381,CUST-02508,2023-09-01,2023-09-03,Delivered,Express
ORD-2023-020382,CUST-03632,2023-12-11,2023-12-16,Delivered,Standard
ORD-2024-020383,CUST-01215,2024-03-15,2024-03-19,Delivered,Standard
ORD-2022-020384,CUST-03534,2022-07-06,2022-07-12,Delivered,Standard
ORD-2023-020385,CUST-04079,2023-10-24,2023-10-26,Delivered,Express
ORD-2022-020386,CUST-03213,2022-12-19,2022-12-21,Delivered,Express
ORD-2022-020387,CUST-01730,2022-10-05,2022-10-10,Delivered,Standard
ORD-2024-020388,CUST-04794,2024-12-03,2024-12-06,Delivered,Standard
ORD-2023-020389,CUST-03820,2023-09-17,2023-09-24,Delivered,Standard
ORD-2022-020390,CUST-00571,2022-06-04,2022-06-05,Shipped,Next Day
ORD-2024-020391,CUST-03491,2024-12-07,2024-12-12,Delivered,Standard
ORD-2023-020392,CUST-03225,2023-12-24,2023-12-27,Delivered,Standard
ORD-2024-020393,CUST-01819,2024-03-31,2024-04-04,Delivered,Standard
ORD-2024-020394,CUST-01457,2024-11-17,2024-11-18,Delivered,Next Day
ORD-2023-020395,CUST-02975,2023-10-04,2023-10-08,Shipped,Standard
ORD-2022-020396,CUST-02829,2022-10-22,2022-10-24,Delivered,Express
ORD-2023-020397,CUST-00138,2023-12-14,2023-12-16,Delivered,Express
ORD-2023-020398,CUST-00536,2023-11-01,2023-11-07,Delivered,Standard
ORD-2024-020399,CUST-03795,2024-10-25,,Cancelled,Next Day
ORD-2022-020400,CUST-04203,2022-12-06,2022-12-13,Delivered,Standard
ORD-2023-020401,CUST-00283,2023-10-25,,Cancelled,Standard
ORD-2024-020402,CUST-01253,2024-09-20,2024-09-22,Delivered,Express
ORD-2023-020403,CUST-00738,2023-12-12,2023-12-18,Delivered,Standard
ORD-2023-020404,CUST-00355,2023-12-30,,Cancelled,Standard
ORD-2022-020405,CUST-00191,2022-11-22,2022-11-27,Delivered,Standard
ORD-2024-020406,CUST-00673,2024-10-26,2024-10-30,Delivered,Standard
ORD-2022-020407,CUST-02851,2022-03-01,,Processing,Standard
ORD-2022-020408,CUST-04450,2022-01-03,2022-01-05,Returned,Express
ORD-2022-020409,CUST-01438,2022-11-05,2022-11-08,Delivered,Standard
ORD-2024-020410,CUST-01575,2024-04-05,2024-04-07,Delivered,Express
ORD-2024-020411,CUST-04669,2024-02-02,2024-02-07,Delivered,Standard
ORD-2023-020412,CUST-02284,2023-10-01,2023-10-06,Delivered,Standard
ORD-2022-020413,CUST-02271,2022-01-26,2022-01-28,Delivered,Express
ORD-2024-020414,CUST-00148,2024-12-08,2024-12-09,Delivered,Next Day
ORD-2022-020415,CUST-03063,2022-12-11,2022-12-12,Delivered,Next Day
ORD-2022-020416,CUST-01898,2022-07-16,2022-07-18,Delivered,Express
ORD-2022-020417,CUST-02050,2022-12-22,2022-12-25,Delivered,Standard
ORD-2022-020418,CUST-03126,2022-06-14,2022-06-19,Delivered,Standard
ORD-2024-020419,CUST-01365,2024-04-10,2024-04-16,Delivered,Standard
ORD-2023-020420,CUST-01389,2023-05-06,2023-05-11,Delivered,Standard
ORD-2024-020421,CUST-02644,2024-10-09,2024-10-13,Delivered,Standard
ORD-2022-020422,CUST-00194,2022-06-11,2022-06-13,Delivered,Express
ORD-2024-020423,CUST-02829,2024-03-06,2024-03-13,Delivered,Standard
ORD-2024-020424,CUST-01538,2024-09-15,2024-09-18,Delivered,Standard
ORD-2023-020425,CUST-00788,2023-02-16,2023-02-20,Delivered,Standard
ORD-2023-020426,CUST-03298,2023-01-09,2023-01-12,Delivered,Standard
ORD-2024-020427,CUST-04574,2024-06-24,2024-06-27,Shipped,Standard
ORD-2022-020428,CUST-02419,2022-12-22,2022-12-25,Delivered,Standard
ORD-2022-020429,CUST-01950,2022-02-12,2022-02-17,Delivered,Standard
ORD-2023-020430,CUST-04752,2023-12-23,2023-12-24,Delivered,Next Day
ORD-2022-020431,CUST-04017,2022-12-09,2022-12-15,Delivered,Standard
ORD-2023-020432,CUST-02550,2023-06-24,2023-06-28,Delivered,Standard
ORD-2023-020433,CUST-03048,2023-05-09,2023-05-11,Delivered,Express
ORD-2022-020434,CUST-04114,2022-11-26,2022-11-30,Delivered,Standard
ORD-2023-020435,CUST-04941,2023-11-09,2023-11-12,Delivered,Standard
ORD-2023-020436,CUST-00635,2023-12-12,2023-12-14,Shipped,Express
ORD-2023-020437,CUST-04397,2023-10-24,2023-10-30,Delivered,Standard
ORD-2023-020438,CUST-03123,2023-12-06,2023-12-08,Delivered,Express
ORD-2023-020439,CUST-01210,2023-12-11,2023-12-18,Delivered,Standard
ORD-2024-020440,CUST-02338,2024-07-15,2024-07-22,Delivered,Standard
ORD-2022-020441,CUST-02481,2022-10-24,2022-10-26,Delivered,Express
ORD-2023-020442,CUST-02506,2023-10-14,2023-10-17,Delivered,Standard
ORD-2022-020443,CUST-02962,2022-10-04,2022-10-05,Delivered,Next Day
ORD-2024-020444,CUST-03637,2024-11-15,2024-11-22,Shipped,Standard
ORD-2022-020445,CUST-04879,2022-01-11,2022-01-14,Delivered,Standard
ORD-2024-020446,CUST-00567,2024-07-05,2024-07-07,Delivered,Express
ORD-2024-020447,CUST-01253,2024-12-05,2024-12-10,Delivered,Standard
ORD-2024-020448,CUST-02612,2024-03-23,,Cancelled,Standard
ORD-2023-020449,CUST-04318,2023-03-14,2023-03-18,Delivered,Standard
ORD-2024-020450,CUST-04705,2024-10-19,,Processing,Standard
ORD-2023-020451,CUST-00470,2023-12-27,2024-01-01,Delivered,Standard
ORD-2023-020452,CUST-01992,2023-09-06,,Cancelled,Standard
ORD-2023-020453,CUST-02478,2023-05-23,2023-05-29,Delivered,Standard
ORD-2022-020454,CUST-00290,2022-12-09,2022-12-14,Shipped,Standard
ORD-2024-020455,CUST-02586,2024-06-18,2024-06-21,Delivered,Standard
ORD-2022-020456,CUST-00327,2022-10-13,2022-10-18,Delivered,Standard
ORD-2024-020457,CUST-00904,2024-10-14,2024-10-21,Delivered,Standard
ORD-2024-020458,CUST-00703,2024-09-01,2024-09-03,Delivered,Express
ORD-2022-020459,CUST-04775,2022-08-01,2022-08-05,Delivered,Standard
ORD-2023-020460,CUST-01066,2023-06-18,2023-06-25,Delivered,Standard
ORD-2022-020461,CUST-00427,2022-10-14,2022-10-18,Delivered,Standard
ORD-2024-020462,CUST-03482,2024-10-13,2024-10-20,Delivered,Standard
ORD-2022-020463,CUST-02487,2022-12-03,,Processing,Standard
ORD-2023-020464,CUST-01992,2023-04-03,2023-04-05,Delivered,Express
ORD-2023-020465,CUST-04306,2023-05-12,2023-05-14,Delivered,Express
ORD-2024-020466,CUST-01918,2024-07-19,2024-07-25,Delivered,Standard
ORD-2023-020467,CUST-02677,2023-08-05,2023-08-08,Delivered,Standard
ORD-2022-020468,CUST-04805,2022-11-08,2022-11-09,Shipped,Next Day
ORD-2022-020469,CUST-00204,2022-12-12,2022-12-19,Delivered,Standard
ORD-2023-020470,CUST-03875,2023-11-02,2023-11-09,Delivered,Standard
ORD-2022-020471,CUST-01742,2022-10-25,2022-11-01,Delivered,Standard
ORD-2023-020472,CUST-04537,2023-12-26,2024-01-01,Delivered,Standard
ORD-2022-020473,CUST-00973,2022-08-02,2022-08-08,Delivered,Standard
ORD-2023-020474,CUST-01587,2023-12-23,2023-12-30,Delivered,Standard
ORD-2022-020475,CUST-00878,2022-09-18,2022-09-22,Delivered,Standard
ORD-2023-020476,CUST-03949,2023-11-04,2023-11-06,Delivered,Express
ORD-2022-020477,CUST-04331,2022-10-25,2022-11-01,Delivered,Standard
ORD-2022-020478,CUST-01091,2022-02-02,2022-02-09,Delivered,Standard
ORD-2023-020479,CUST-03442,2023-08-26,2023-08-30,Shipped,Standard
ORD-2024-020480,CUST-02672,2024-08-29,2024-09-02,Delivered,Standard
ORD-2022-020481,CUST-04801,2022-12-13,2022-12-20,Delivered,Standard
ORD-2022-020482,CUST-01230,2022-09-02,,Processing,Standard
ORD-2022-020483,CUST-04772,2022-10-07,2022-10-11,Delivered,Standard
ORD-2022-020484,CUST-04970,2022-11-11,2022-11-14,Delivered,Standard
